,Tracker ID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Capacity (MW),Year,Combustion technology,Status,Latitude,Longitude,Heat rate (Btu per kWh),Remaining plant lifetime (years),bws_score,coal_price,Predicted_HR_50.0,Predicted_HR_70.0,Predicted_HR_90.0
238,G100819,https://www.gem.wiki/Bhilai_Steel_power_station,India,Chhattisgarh,Unit 3,Bhilai Steel power station,30.0,1983.0,subcritical,operating,21.184,81.4237,12618,1,4.79908587719454,1.59,14.125123666251936,13.920610719986401,13.581509448854705
239,G100820,https://www.gem.wiki/Bhilai_Steel_power_station,India,Chhattisgarh,Unit 4,Bhilai Steel power station,250.0,2009.0,subcritical,operating,21.184,81.4237,11313,27,4.79908587719454,1.59,12.488530150431178,12.124991038787872,12.049847438288689
240,G100821,https://www.gem.wiki/Bhilai_Steel_power_station,India,Chhattisgarh,Unit 5,Bhilai Steel power station,250.0,2009.0,subcritical,operating,21.184,81.4237,11313,27,4.79908587719454,1.59,12.488530150431178,12.124991038787872,12.049847438288689
252,G100835,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,India,Maharashtra,Unit 3,Bhusawal Thermal Power Station,210.0,1982.0,subcritical,operating,21.04798,75.85502,12618,5,1.76493792623736,2.38,13.440813470407672,13.207206129409245,12.922433812426387
253,G100836,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,India,Maharashtra,Unit 4,Bhusawal Thermal Power Station,500.0,2012.0,subcritical,operating,21.04798,75.85502,9572,30,1.76493792623736,2.38,11.598831261450142,11.631705698109363,11.469037702640057
254,G100837,https://www.gem.wiki/Bhusawal_Thermal_Power_Station,India,Maharashtra,Unit 5,Bhusawal Thermal Power Station,500.0,2013.0,subcritical,operating,21.04798,75.85502,8702,31,1.76493792623736,2.38,11.600841921003846,11.6320463602025,11.435602616252
266,G100879,https://www.gem.wiki/Bina_Thermal_Power_Project,India,Madhya Pradesh,Unit 1,Bina Thermal Power Project,250.0,2012.0,subcritical,operating,24.3172217,78.133564,11313,30,5.0,1.72,12.472381563968497,12.107868328067806,12.004061115452972
267,G100880,https://www.gem.wiki/Bina_Thermal_Power_Project,India,Madhya Pradesh,Unit 2,Bina Thermal Power Project,250.0,2013.0,subcritical,operating,24.3172217,78.133564,10442,31,5.0,1.72,12.465994125453143,12.107030375901939,11.963676968257916
269,G100889,https://www.gem.wiki/Binjkote_power_station,India,Chhattisgarh,Unit 1,Binjkote power station,300.0,2017.0,subcritical,operating,22.010422,83.205779,9572,35,1.58139118801547,1.59,12.283920730223116,11.955949978529949,11.767296281356765
270,G100890,https://www.gem.wiki/Binjkote_power_station,India,Chhattisgarh,Unit 2,Binjkote power station,300.0,2018.0,subcritical,operating,22.010422,83.205779,9572,36,1.58139118801547,1.59,12.284198440107176,11.955978723482874,11.767094388919103
280,G100996,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 2,Bokaro Steel City Thermal Power Station,55.0,1972.0,subcritical,operating,23.68587458,86.09294415,12618,5,0.695916582485208,1.59,13.940006741024275,13.73767408072962,13.436022810601605
281,G112128,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 3,Bokaro Steel City Thermal Power Station,55.0,1973.0,subcritical,operating,23.68587458,86.09294415,12618,5,0.695916582485208,1.59,13.940006741024275,13.73767408072962,13.436022810601605
282,G100997,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 4,Bokaro Steel City Thermal Power Station,60.0,1986.0,subcritical,operating,23.68587458,86.09294415,12618,4,0.695916582485208,1.59,13.925035536241015,13.718794367039877,13.419421620857218
283,G100998,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 5,Bokaro Steel City Thermal Power Station,60.0,1988.0,subcritical,operating,23.68587458,86.09294415,12618,6,0.695916582485208,1.59,13.913692051310989,13.711852861188024,13.41933502509049
284,G100999,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 6,Bokaro Steel City Thermal Power Station,60.0,1989.0,subcritical,operating,23.68587458,86.09294415,12618,7,0.695916582485208,1.59,13.913692051310989,13.711852861188024,13.41933502509049
285,G101000,https://www.gem.wiki/Bokaro_Steel_City_Thermal_Power_Station,India,Jharkhand,Unit 7,Bokaro Steel City Thermal Power Station,36.0,2014.0,subcritical,operating,23.68587458,86.09294415,10442,32,0.695916582485208,1.59,13.222276718664231,12.867510055257325,12.845328347078302
286,G100990,https://www.gem.wiki/Bokaro_Thermal_Power_Station,India,Jharkhand,"Bokaro A, Unit 5",Bokaro Thermal Power Station,500.0,2016.0,subcritical,operating,23.7829444,85.8833912,8702,34,0.0,1.59,11.25105518914335,11.15664977765877,11.067026213959005
291,G101007,https://www.gem.wiki/Bongaigaon_power_station,India,Assam,Unit 1,Bongaigaon power station,250.0,2015.0,subcritical,operating,26.4443702,90.3672051,10442,33,0.0,2.93,12.470002148987046,12.407792372459102,12.074560723925716
292,G101008,https://www.gem.wiki/Bongaigaon_power_station,India,Assam,Unit 2,Bongaigaon power station,250.0,2017.0,subcritical,operating,26.4443702,90.3672051,10442,35,0.0,2.93,12.46976930540836,12.412963115319261,12.040217620070692
293,G101009,https://www.gem.wiki/Bongaigaon_power_station,India,Assam,Unit 3,Bongaigaon power station,250.0,2019.0,subcritical,operating,26.4443702,90.3672051,10442,37,0.0,2.93,12.39489642006777,12.328321722054334,11.975407626889382
300,G101088,https://www.gem.wiki/Budge_Budge_Generating_Station,India,West Bengal,Unit 1,Budge Budge Generating Station,250.0,1997.0,subcritical,operating,22.4703437,88.1399487,12183,15,0.0,1.99,12.559584107892881,12.269498306348948,12.18858283631473
301,G101089,https://www.gem.wiki/Budge_Budge_Generating_Station,India,West Bengal,Unit 2,Budge Budge Generating Station,250.0,1999.0,subcritical,operating,22.4703437,88.1399487,12183,17,0.0,1.99,12.545548403421876,12.234579647084269,12.13383605040278
302,G101090,https://www.gem.wiki/Budge_Budge_Generating_Station,India,West Bengal,Unit 3,Budge Budge Generating Station,250.0,2010.0,subcritical,operating,22.4703437,88.1399487,11313,28,0.0,1.99,12.385370799898048,12.195066665711188,12.150181950236275
312,G103234,https://www.gem.wiki/Cauvery_Power_Gummidipoondi_captive_power_station,India,Tamil Nadu,Unit 1,Cauvery Power Gummidipoondi captive power station,63.0,2012.0,subcritical,operating,13.4231819,80.0663165,11313,30,4.61612784400043,3.9,13.46010463630105,13.0618736238899,13.120162884618813
316,G101270,https://www.gem.wiki/Chakabura_power_station,India,Chhattisgarh,Unit 1,Chakabura power station,30.0,2007.0,subcritical,operating,22.3936527,82.553249,11313,25,2.7491501281515,1.59,13.351916336790556,13.073143166727306,13.149678532788187
317,G101271,https://www.gem.wiki/Chakabura_power_station,India,Chhattisgarh,Unit 2,Chakabura power station,30.0,2014.0,subcritical,operating,22.3936527,82.553249,10442,32,2.7491501281515,1.59,13.273996591015226,12.925558558864385,12.90619849737807
323,G101280,https://www.gem.wiki/Chanderiya_Smelter_power_station,India,Rajasthan,Unit S1,Chanderiya Smelter power station,77.0,2005.0,subcritical,operating,24.9632227,74.668532,11313,23,5.0,2.8,13.480256884266684,13.286958738205943,13.277455849908119
324,G101281,https://www.gem.wiki/Chanderiya_Smelter_power_station,India,Rajasthan,Unit S2,Chanderiya Smelter power station,77.0,2005.0,subcritical,operating,24.9632227,74.668532,11313,23,5.0,2.8,13.480256884266684,13.286958738205943,13.277455849908119
325,G101282,https://www.gem.wiki/Chanderiya_Smelter_power_station,India,Rajasthan,Unit S3,Chanderiya Smelter power station,80.0,2007.0,subcritical,operating,24.9632227,74.668532,11313,25,5.0,2.8,13.4116326338595,13.150915652887559,13.209133930145065
329,G101290,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 3,Chandrapur Thermal Power Station,210.0,1985.0,subcritical,operating,20.0063,79.29,12618,3,1.43725893939469,2.38,13.451465759472274,13.213544526336465,12.921876688307076
330,G101291,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 4,Chandrapur Thermal Power Station,210.0,1986.0,subcritical,operating,20.0063,79.29,12618,4,1.43725893939469,2.38,13.451465759472274,13.213544526336465,12.921876688307076
331,G101292,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 5,Chandrapur Thermal Power Station,500.0,1991.0,subcritical,operating,20.0063,79.29,10878,9,1.43725893939469,2.38,12.755018196955227,12.67334760264298,12.514862120919668
332,G101293,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 6,Chandrapur Thermal Power Station,500.0,1992.0,subcritical,operating,20.0063,79.29,10878,10,1.43725893939469,2.38,12.673044767106916,12.63793408047579,12.488992838387768
333,G101294,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 7,Chandrapur Thermal Power Station,500.0,1997.0,subcritical,operating,20.0063,79.29,10442,15,1.43725893939469,2.38,12.660134596210142,12.62557527099014,12.487522088171195
334,G101295,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 8,Chandrapur Thermal Power Station,500.0,2015.0,subcritical,operating,20.0063,79.29,8702,33,1.43725893939469,2.38,11.452962998508319,11.467042215437077,11.314670928385867
335,G101296,https://www.gem.wiki/Chandrapur_Thermal_Power_Station,India,Maharashtra,Unit 9,Chandrapur Thermal Power Station,500.0,2016.0,subcritical,operating,20.0063,79.29,8702,34,1.43725893939469,2.38,11.456382839004547,11.440250799502044,11.309357115310624
336,G101297,https://www.gem.wiki/Chandrapur_Works_power_station,India,Maharashtra,Unit 1,Chandrapur Works power station,40.0,2012.0,subcritical,operating,20.46,79.8,11313,30,2.92075089973715,2.38,13.319992775921047,13.033577021190453,13.10429952024929
340,G101301,https://www.gem.wiki/Chandrapura_power_station,India,Jharkhand,Unit 4,Chandrapura power station,120.0,1974.0,subcritical,operating,23.7412565,86.1202088,12618,5,0.695916582485208,1.59,13.735094287437063,13.561934183960076,13.318535503767912
341,G101302,https://www.gem.wiki/Chandrapura_power_station,India,Jharkhand,Unit 5,Chandrapura power station,120.0,1975.0,subcritical,operating,23.7412565,86.1202088,12618,5,0.695916582485208,1.59,13.735094287437063,13.561934183960076,13.318535503767912
342,G101303,https://www.gem.wiki/Chandrapura_power_station,India,Jharkhand,Unit 6,Chandrapura power station,120.0,1979.0,subcritical,operating,23.7412565,86.1202088,12618,5,0.695916582485208,1.59,13.735094287437063,13.561934183960076,13.318535503767912
343,G101304,https://www.gem.wiki/Chandrapura_power_station,India,Jharkhand,Unit 7,Chandrapura power station,250.0,2011.0,subcritical,operating,23.7412565,86.1202088,11313,29,0.695916582485208,1.59,12.441590795376035,12.107178043376583,12.010153739051406
344,G101305,https://www.gem.wiki/Chandrapura_power_station,India,Jharkhand,Unit 8,Chandrapura power station,250.0,2011.0,subcritical,operating,23.7412565,86.1202088,11313,29,0.695916582485208,1.59,12.441590795376035,12.107178043376583,12.010153739051406
352,G101398,https://www.gem.wiki/Chennai_power_station,India,Tamil Nadu,Unit I,Chennai power station,77.0,2010.0,subcritical,operating,13.4374224,80.0978798,11313,28,4.61612784400043,3.9,13.445734376120608,13.055245680131211,13.060166200585783
353,G101399,https://www.gem.wiki/Chennai_power_station,India,Tamil Nadu,Unit II,Chennai power station,77.0,2012.0,subcritical,operating,13.4374224,80.0978798,11313,30,4.61612784400043,3.9,13.45182082555538,13.0618736238899,13.120162884618813
354,G101400,https://www.gem.wiki/Chennai_power_station,India,Tamil Nadu,Unit III,Chennai power station,80.0,2013.0,subcritical,operating,13.4374224,80.0978798,10442,31,4.61612784400043,3.9,13.451957089129778,13.061808966797896,13.10017754093103
355,G101401,https://www.gem.wiki/Chennai_power_station,India,Tamil Nadu,Unit IV,Chennai power station,180.0,2014.0,subcritical,operating,13.4374224,80.0978798,10442,32,4.61612784400043,3.9,12.840867768805865,12.594105288767562,12.52270697395972
359,G101448,https://www.gem.wiki/Chhabra_Thermal_Power_Station,India,Rajasthan,Unit 1,Chhabra Thermal Power Station,250.0,2009.0,subcritical,operating,24.62092,77.035439,11313,27,5.0,2.8,12.540080879964316,12.39103245738921,12.291971340572305
360,G101449,https://www.gem.wiki/Chhabra_Thermal_Power_Station,India,Rajasthan,Unit 2,Chhabra Thermal Power Station,250.0,2010.0,subcritical,operating,24.62092,77.035439,11313,28,5.0,2.8,12.539252452924913,12.392538660802174,12.291444314001264
361,G101450,https://www.gem.wiki/Chhabra_Thermal_Power_Station,India,Rajasthan,Unit 3,Chhabra Thermal Power Station,250.0,2013.0,subcritical,operating,24.62092,77.035439,10442,31,5.0,2.8,12.523486157387739,12.369538631448465,12.17470079955138
362,G101451,https://www.gem.wiki/Chhabra_Thermal_Power_Station,India,Rajasthan,Unit 4,Chhabra Thermal Power Station,250.0,2014.0,subcritical,operating,24.62092,77.035439,10442,32,5.0,2.8,12.512772581659565,12.344671799991165,12.159391536309132
376,G101559,https://www.gem.wiki/Choudwar_power_station,India,Odisha,Unit 1,Choudwar power station,54.0,1988.0,subcritical,operating,20.5352959,85.9107229,12618,6,0.283783189612916,1.66,14.015685344999214,13.751971553121546,13.497241912183956
377,G101560,https://www.gem.wiki/Choudwar_power_station,India,Odisha,Unit 2,Choudwar power station,54.0,1988.0,subcritical,operating,20.5352959,85.9107229,12618,6,0.283783189612916,1.66,14.015685344999214,13.751971553121546,13.497241912183956
378,G101561,https://www.gem.wiki/Choudwar_power_station,India,Odisha,Unit 3,Choudwar power station,30.0,2010.0,subcritical,operating,20.5352959,85.9107229,11313,28,0.283783189612916,1.66,13.3286557008404,13.012318192668378,13.10781970559498
379,G101562,https://www.gem.wiki/Choudwar_power_station,India,Odisha,Unit 4,Choudwar power station,60.0,2013.0,subcritical,operating,20.5352959,85.9107229,10442,31,0.283783189612916,1.66,13.25401147661759,12.958816960810516,12.996085809042775
380,G101563,https://www.gem.wiki/Choudwar_power_station,India,Odisha,Unit 5,Choudwar power station,60.0,2013.0,subcritical,operating,20.5352959,85.9107229,10442,31,0.283783189612916,1.66,13.25401147661759,12.958816960810516,12.996085809042775
381,G101567,https://www.gem.wiki/Chunar_Cement_power_station,India,Uttar Pradesh,Unit 1,Chunar Cement power station,38.0,2009.0,subcritical,operating,25.0908847,82.8973389,11313,27,4.75093950911278,2.04,13.347466668126465,13.04776670121337,13.085090403017414
406,G101864,https://www.gem.wiki/Cuttack_Works_power_station,India,Odisha,Unit 1,Cuttack Works power station,50.0,2010.0,subcritical,operating,20.515062,85.76726,11313,28,0.283783189612916,1.66,13.32923872530893,13.011477963303197,13.106966043004732
407,G101865,https://www.gem.wiki/Cuttack_Works_power_station,India,Odisha,Unit 2,Cuttack Works power station,60.0,2013.0,subcritical,operating,20.515062,85.76726,10442,31,0.283783189612916,1.66,13.25401147661759,12.958816960810516,12.996085809042775
417,G101897,https://www.gem.wiki/Dahanu_power_station,India,Maharashtra,Unit 1,Dahanu power station,250.0,1995.0,subcritical,operating,19.9534834,72.748691,12183,13,2.98050112043147,2.38,12.770306499705109,12.59995818910108,12.396427605559891
418,G101898,https://www.gem.wiki/Dahanu_power_station,India,Maharashtra,Unit 2,Dahanu power station,250.0,1995.0,subcritical,operating,19.9534834,72.748691,12183,13,2.98050112043147,2.38,12.770306499705109,12.59995818910108,12.396427605559891
423,G101944,https://www.gem.wiki/Danapuram_BMM_power_station,India,Karnataka,Units 1 and 2,Danapuram BMM power station,95.0,2011.0,subcritical,operating,15.170332,76.3790774,11313,29,2.96625581567932,3.46,13.52750789663649,13.231083643474502,13.192309088805036
424,G101945,https://www.gem.wiki/Danapuram_BMM_power_station,India,Karnataka,Units 3 and 4,Danapuram BMM power station,140.0,2012.0,subcritical,operating,15.170332,76.3790774,11313,30,2.96625581567932,3.46,13.332259982234701,13.010596542961652,12.909131954637962
433,G102294,https://www.gem.wiki/Deenbandhu_Chhotu_Ram_Thermal_Power_Plant,India,Haryana,Unit 1,Deenbandhu Chhotu Ram Thermal Power Plant,300.0,2008.0,subcritical,operating,30.1075175,77.3267646,10442,26,5.0,3.24,12.420051543109194,12.287730741692195,12.198731077254761
434,G102295,https://www.gem.wiki/Deenbandhu_Chhotu_Ram_Thermal_Power_Plant,India,Haryana,Unit 2,Deenbandhu Chhotu Ram Thermal Power Plant,300.0,2008.0,subcritical,operating,30.1075175,77.3267646,10442,26,5.0,3.24,12.420051543109194,12.287730741692195,12.198731077254761
446,G102340,https://www.gem.wiki/Dhariwal_power_station,India,Maharashtra,Unit 1,Dhariwal power station,600.0,2013.0,subcritical,operating,20.0105878,79.2034328,8702,31,1.43725893939469,2.38,11.470015301203931,11.411195954570696,11.257808749606603
447,G102341,https://www.gem.wiki/Dhariwal_power_station,India,Maharashtra,Unit 2,Dhariwal power station,600.0,2014.0,subcritical,operating,20.0105878,79.2034328,8702,32,1.43725893939469,2.38,11.349206044682557,11.303945156059958,11.183190373339286
474,G102451,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 1,Dr. Narla Tata Rao Thermal power station,210.0,1979.0,subcritical,operating,16.5984901,80.5365853,12618,5,3.28969871540896,3.43,13.434189121953953,13.203062860031123,12.921655313862988
475,G102452,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 2,Dr. Narla Tata Rao Thermal power station,210.0,1980.0,subcritical,operating,16.5984901,80.5365853,12618,5,3.28969871540896,3.43,13.434189121953953,13.203062860031123,12.921655313862988
476,G102453,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 3,Dr. Narla Tata Rao Thermal power station,210.0,1989.0,subcritical,operating,16.5984901,80.5365853,12618,7,3.28969871540896,3.43,13.434189121953953,13.203062860031123,12.921655313862988
477,G102454,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 4,Dr. Narla Tata Rao Thermal power station,210.0,1990.0,subcritical,operating,16.5984901,80.5365853,12618,8,3.28969871540896,3.43,13.439487126433203,13.212832987842377,12.925247198214752
478,G102455,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 5,Dr. Narla Tata Rao Thermal power station,210.0,1994.0,subcritical,operating,16.5984901,80.5365853,12183,12,3.28969871540896,3.43,13.369821591741129,13.144736528737731,12.862499003104551
479,G102456,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 6,Dr. Narla Tata Rao Thermal power station,210.0,1995.0,subcritical,operating,16.5984901,80.5365853,12183,13,3.28969871540896,3.43,13.270164840783329,13.044738365016737,12.750324476287473
480,G102457,https://www.gem.wiki/Dr._Narla_Tata_Rao_Thermal_power_station,India,Andhra Pradesh,Unit 7,Dr. Narla Tata Rao Thermal power station,500.0,2009.0,subcritical,operating,16.5974761,80.5425693,9572,27,3.28969871540896,3.43,11.702399458722903,11.712957303212615,11.592189288595675
483,G102460,https://www.gem.wiki/Dr._Shyama_Prasad_Mukherjee_Thermal_Power_Station,India,Chhattisgarh,Unit 1,Dr. Shyama Prasad Mukherjee Thermal Power Station,250.0,2007.0,subcritical,operating,22.3681956,82.7219858,11313,25,2.7491501281515,1.59,12.491271710234049,12.132153122989124,12.0539521957416
484,G102461,https://www.gem.wiki/Dr._Shyama_Prasad_Mukherjee_Thermal_Power_Station,India,Chhattisgarh,Unit 2,Dr. Shyama Prasad Mukherjee Thermal Power Station,250.0,2008.0,subcritical,operating,22.3681956,82.7219858,11313,26,2.7491501281515,1.59,12.491584652880025,12.126764085971274,12.04938504314377
485,G102472,https://www.gem.wiki/Duburi_Steel_power_station,India,Odisha,Unit 3,Duburi Steel power station,125.0,2007.0,subcritical,operating,20.9602334,86.0503076,11313,25,1.25523041845347,1.66,13.224668323113418,12.93434474630695,13.036149094619327
486,G102473,https://www.gem.wiki/Duburi_Steel_power_station,India,Odisha,Unit 4,Duburi Steel power station,125.0,2009.0,subcritical,operating,20.9602334,86.0503076,11313,27,1.25523041845347,1.66,13.147744868778721,12.869353214342835,12.95361214910943
502,G102508,https://www.gem.wiki/Durgapur_Projects_Limited_power_station,India,West Bengal,Unit 7,Durgapur Projects Limited power station,300.0,2008.0,subcritical,operating,23.5211473,87.3023093,10442,26,2.17066519258872,1.99,12.295618514039369,12.062739663158059,12.017455647162679
503,G102509,https://www.gem.wiki/Durgapur_Projects_Limited_power_station,India,West Bengal,Unit 8,Durgapur Projects Limited power station,250.0,2014.0,subcritical,operating,23.5211473,87.3023093,10442,32,2.17066519258872,1.99,12.420433046711725,12.113317512178945,11.98407607767661
