Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G108455,L102240,P100667,https://www.gem.wiki/Rajiv_Gandhi_Thermal_Power_Project,India,Haryana,Unit I,Rajiv Gandhi Thermal Power Project,,,Haryana Power Generation Co,HPGCL,600,operating,2010,,,subcritical,unknown,,Khedar,Hisar,Hisar,Southern Asia,Asia,South Asia,29.3469803,75.857538,exact,EC: 20 Feb 2007 at http://bit.ly/1f0Lr7b,,,,,9572,"96,100",53%,2.7,75.7,28
G108456,L102240,P100667,https://www.gem.wiki/Rajiv_Gandhi_Thermal_Power_Project,India,Haryana,Unit II,Rajiv Gandhi Thermal Power Project,,,Haryana Power Generation Co,HPGCL,600,operating,2011,,,subcritical,unknown,,Khedar,Hisar,Hisar,Southern Asia,Asia,South Asia,29.3469803,75.857538,exact,EC: 20 Feb 2007 at http://bit.ly/1f0Lr7b,,,,,9572,"96,100",53%,2.7,78.4,29
G108457,L102532,P101556,https://www.gem.wiki/Rajpura_Dariba_Mine_power_station,India,Rajasthan,Unit 1,Rajpura Dariba Mine power station,,,Hindustan Zinc Ltd,Vedanta Resources,80,operating,2011,,,subcritical,unknown,,Rajpura Dariba coal mine,Railmagra,Rajsamand,Southern Asia,Asia,South Asia,24.9477755,74.1316223,exact,,other metals & mining,power,,,11313,"96,100",53%,0.4,12.4,29
G108458,L102532,P101556,https://www.gem.wiki/Rajpura_Dariba_Mine_power_station,India,Rajasthan,Unit 2,Rajpura Dariba Mine power station,,,Hindustan Zinc Ltd,Vedanta Resources,80,operating,2011,,,subcritical,unknown,,Rajpura Dariba coal mine,Railmagra,Rajsamand,Southern Asia,Asia,South Asia,24.9477755,74.1316223,exact,,other metals & mining,power,,,11313,"96,100",53%,0.4,12.4,29
G108460,L102515,P100864,https://www.gem.wiki/Rajpura_Thermal_Power_Project,India,Punjab state,Unit 1,Rajpura Thermal Power Project,,site changed from Nabha,Nabha Power Ltd,Larsen & Toubro,700,operating,2014,,,supercritical,sub-bit,,Nalash,Rajpura,Patiala,Southern Asia,Asia,South Asia,30.5589628,76.5775931,exact,EC 3 Oct 2008 at http://bit.ly/1lcNp5o; EC extension 5 Feb 2014 at http://bit.ly/1lcQ6Uh,,,,,8409,"96,100",53%,2.8,88.7,32
G108461,L102515,P100864,https://www.gem.wiki/Rajpura_Thermal_Power_Project,India,Punjab state,Unit 2,Rajpura Thermal Power Project,,site changed from Nabha,Nabha Power Ltd,Larsen & Toubro,700,operating,2014,,,supercritical,sub-bit,,Nalash,Rajpura,Patiala,Southern Asia,Asia,South Asia,30.5589628,76.5775931,exact,EC 3 Oct 2008 at http://bit.ly/1lcNp5o; EC extension 5 Feb 2014 at http://bit.ly/1lcQ6Uh,,,,,8409,"96,100",53%,2.8,88.7,32
G108459,L102515,P100864,https://www.gem.wiki/Rajpura_Thermal_Power_Project,India,Punjab state,Unit 3,Rajpura Thermal Power Project,,site changed from Nabha,Nabha Power Ltd,Larsen & Toubro,700,cancelled,,,,supercritical,unknown,,Nalash,Rajpura,Patiala,Southern Asia,Asia,South Asia,30.5589628,76.5775931,exact,ToR 16 Oct 2017 at http://bit.ly/2lGjpaU; TOR 13 Jan 2011 at http://bit.ly/1lcSkmJ,,,,,8409,"96,100",53%,2.8,110.8,40
G108463,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 1,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,200,operating,1983,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,12618,"94,600",53%,1.2,1.2,1
G111885,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 10,Ramagundam power station,,"Telangana super thermal power project, Telangana TPP, Ramagundam Stage V",NTPC Ltd,NTPC,800,shelved,,,,supercritical,unknown,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7510273,79.4721746,exact,,,,,,8409,"96,100",53%,3.2,126.7,40
G114262,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 11,Ramagundam power station,,"Telangana super thermal power project, Telangana TPP, Ramagundam Stage V",NTPC Ltd,NTPC,800,shelved,,,,supercritical,unknown,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7510273,79.4721746,exact,,,,,,8409,"96,100",53%,3.2,126.7,40
G114263,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 12,Ramagundam power station,,"Telangana super thermal power project, Telangana TPP, Ramagundam Stage V",NTPC Ltd,NTPC,800,shelved,,,,supercritical,unknown,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7510273,79.4721746,exact,,,,,,8409,"96,100",53%,3.2,126.7,40
G108464,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 2,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,200,operating,1984,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,12618,"94,600",53%,1.2,2.3,2
G108465,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 3,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,200,operating,1984,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,12618,"94,600",53%,1.2,2.3,2
G108466,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 4,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,500,operating,1988,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,10878,"94,600",53%,2.5,15.1,6
G108467,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 5,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,500,operating,1989,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,10878,"94,600",53%,2.5,17.6,7
G108468,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 6,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,500,operating,1989,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,10878,"94,600",53%,2.5,17.6,7
G108469,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 7,Ramagundam power station,,Telangana super thermal power project,NTPC Ltd,NTPC,500,operating,2005,,,subcritical,bituminous,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7584502,79.4573172,exact,,,,,,9572,"94,600",53%,2.2,51,23
G108470,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 8,Ramagundam power station,,"Telangana super thermal power project, Telangana TPP, Ramagundam Stage IV",NTPC Ltd,NTPC,800,construction,2023,,,supercritical,unknown,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7510273,79.4721746,exact,TOR 16 Sep 2014 at http://bit.ly/1Q93Pvz; revised TOR 12 Dec 2014 at http://bit.ly/1C3DGcW; EC 20 Jan 2016 at http://bit.ly/1TDpAEe; related NGT/Supreme Court orders,,,,,8409,"96,100",53%,3.2,126.7,40
G108471,L102602,P101047,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 9,Ramagundam power station,,"Telangana super thermal power project, Telangana TPP, Ramagundam Stage IV",NTPC Ltd,NTPC,800,construction,2023,,,supercritical,unknown,,Ramagundam,Ramagundam,Karimnagar,Southern Asia,Asia,South Asia,18.7510273,79.4721746,exact,TOR 16 Sep 2014 at http://bit.ly/1Q93Pvz; revised TOR 12 Dec 2014 at http://bit.ly/1C3DGcW; EC 20 Jan 2016 at http://bit.ly/1TDpAEe; related NGT/Supreme Court orders,,,,,8409,"96,100",53%,3.2,126.7,40
G108472,L102603,P101513,https://www.gem.wiki/Ramagundam-B_power_station,India,Telangana,Unit 1,Ramagundam-B power station,,,Telangana State Power Generation Corp,TSGENCO,62.5,operating,1971,,,subcritical,unknown,,Ramagundam,Ramagundam,Karimnagar Dist,Southern Asia,Asia,South Asia,18.755,79.456111,exact,,,,,,12618,"96,100",53%,0.4,1.9,5
G108475,L102427,P100496,https://www.gem.wiki/Rampur_coal_plant,India,Maharashtra,,Rampur coal plant,,,Finolex,Finolex,1000,cancelled,,,,unknown,unknown,,Rampur,Chiplun,Ratnagiri,Southern Asia,Asia,South Asia,17.53,73.52,approximate,,,,,,8605,"96,100",53%,4.1,162,40
G108476,L102490,P100492,https://www.gem.wiki/Randia_power_station,India,Odisha,Unit 1,Randia power station,,Bhadrak power station,FACOR Power Ltd,FACOR Group,50,operating,2011,,,subcritical,unknown,Talcher mines of Mahanadi Coalfields,Bhadrak,Bhadrak,Bhadrak,Southern Asia,Asia,South Asia,21.0672959,86.4548278,exact,,other metals & mining,power,power,,11313,"96,100",53%,0.3,7.7,29
G108477,L102490,P100492,https://www.gem.wiki/Randia_power_station,India,Odisha,Unit 2,Randia power station,,Bhadrak power station,FACOR Power Ltd,FACOR Group,50,operating,2013,,,subcritical,unknown,Talcher mines of Mahanadi Coalfields,Bhadrak,Bhadrak,Bhadrak,Southern Asia,Asia,South Asia,21.0672959,86.4548278,exact,,other metals & mining,power,power,,10442,"96,100",53%,0.2,7.6,31
G108483,L102177,P100012,https://www.gem.wiki/Ratija_Power_Project,India,Chhattisgarh,Phase I,Ratija Power Project,,,ACB (India) Ltd,ACB (India) Limited,50,operating,2013,,,subcritical,wstbituminous,,Ratija,,Korba,Southern Asia,Asia,South Asia,22.3399938,82.4927759,exact,,,,,,10442,"94,600",53%,0.2,7.5,31
G108484,L102177,P100012,https://www.gem.wiki/Ratija_Power_Project,India,Chhattisgarh,Phase II,Ratija Power Project,,,ACB (India) Ltd,ACB (India) Limited,50,operating,2016,,,subcritical,wstbituminous,,Ratija,,Korba,Southern Asia,Asia,South Asia,22.3399938,82.4927759,exact,,,,,,10442,"94,600",53%,0.2,8.2,34
G108485,L102428,P100804,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Expansion,Ratnagiri Power Plant,,,JSW Energy Ltd,JSW Group,3200,cancelled,,,,supercritical,unknown,,Jaigad,Ratnagiri,Ratnagiri,Southern Asia,Asia,South Asia,17.296375,73.213105,exact,,,,,,8409,"96,100",53%,12.7,506.7,40
G108486,L102428,P100804,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 1,Ratnagiri Power Plant,,,JSW Energy Ltd,JSW Group,300,operating,2010,,,subcritical,bituminous,,Jaigad,Ratnagiri,Ratnagiri,Southern Asia,Asia,South Asia,17.296375,73.213105,exact,EC 17 May 2007 at http://bit.ly/1iCigcD,,power,,,10442,"94,600",53%,1.5,40.6,28
G108487,L102428,P100804,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 2,Ratnagiri Power Plant,,,JSW Energy Ltd,JSW Group,300,operating,2010,,,subcritical,bituminous,,Jaigad,Ratnagiri,Ratnagiri,Southern Asia,Asia,South Asia,17.296375,73.213105,exact,EC 17 May 2007 at http://bit.ly/1iCigcD,,power,,,10442,"94,600",53%,1.5,40.6,28
G108488,L102428,P100804,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 3,Ratnagiri Power Plant,,,JSW Energy Ltd,JSW Group,300,operating,2011,,,subcritical,bituminous,,Jaigad,Ratnagiri,Ratnagiri,Southern Asia,Asia,South Asia,17.296375,73.213105,exact,EC 17 May 2007 at http://bit.ly/1iCigcD,,power,,,10442,"94,600",53%,1.5,42.1,29
G108489,L102428,P100804,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 4,Ratnagiri Power Plant,,,JSW Energy Ltd,JSW Group,300,operating,2011,,,subcritical,bituminous,,Jaigad,Ratnagiri,Ratnagiri,Southern Asia,Asia,South Asia,17.296375,73.213105,exact,EC 17 May 2007 at http://bit.ly/1iCigcD,,,,,10442,"94,600",53%,1.5,42.1,29
G108490,L102178,P100020,https://www.gem.wiki/Rawan_Cement_power_station,India,Chhattisgarh,Unit 1,Rawan Cement power station,,,Ultratech Cement Ltd,Aditya Birla Group,30,operating,2008,,,subcritical,unknown,,,Simga,Raipur,Southern Asia,Asia,South Asia,24.764914,74.6096134,exact,,cement & building,,,,11313,"96,100",53%,0.2,4.2,26
G108493,L102491,P100797,https://www.gem.wiki/Rayagada_Paper_power_station,India,Odisha,,Rayagada Paper power station,,,Jk Paper Ltd,JK Organization,55,operating,2013,,,subcritical,unknown,,,,Rayagada,Southern Asia,Asia,South Asia,19.2461672,83.4124303,exact,,pulp & paper,power,,,10442,"96,100",53%,0.3,8.4,31
G108494,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 1,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,210,operating,1994,,,subcritical,bituminous,,Rayalseema,Yerraguntla,Kadapa (Cuddapah),Southern Asia,Asia,South Asia,14.697282,78.459364,exact,,,,,,12183,"94,600",53%,1.2,14.2,12
G108495,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 2,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,210,operating,1995,,,subcritical,bituminous,,Rayalseema,Yerraguntla,Kadapa (Cuddapah),Southern Asia,Asia,South Asia,14.697282,78.459364,exact,,,,,,12183,"94,600",53%,1.2,15.4,13
G108496,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 3,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,210,operating,2007,,,subcritical,bituminous,,Rayalseema,Yerraguntla,Kadapa (Cuddapah),Southern Asia,Asia,South Asia,14.697282,78.459364,exact,,,,,,11313,"94,600",53%,1.1,27.5,25
G108497,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 4,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,210,operating,2007,,,subcritical,bituminous,,Rayalseema,Yerraguntla,Kadapa (Cuddapah),Southern Asia,Asia,South Asia,14.697282,78.459364,exact,,,,,,11313,"94,600",53%,1.1,27.5,25
G108498,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 5,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,210,operating,2010,,,subcritical,bituminous,Mahanadi Coal Fields,Rayalseema,Yerraguntla,Kadapa (Cuddapah),Southern Asia,Asia,South Asia,14.697282,78.459364,exact,EC 1 May 2008 at http://bit.ly/1eL8ovh,,,,,11313,"94,600",53%,1.1,30.8,28
G108499,L102066,P100066,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 6,Rayalaseema Thermal Power Project,,,Andhra Pradesh Power Development Co,APGENCO,600,operating,2018,,,subcritical,bituminous,Mahanadi Coal Fields,Rayalseema,Yerraguntla,Kadapa,Southern Asia,Asia,South Asia,14.697282,78.459364,exact,EC 21 Oct 2010 at http://bit.ly/1g4CUjn,,,,,8702,"94,600",53%,2.4,87.1,36
G108528,L102492,P100138,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 3,Rengali Bhushan power station,,,Bhushan Power & Steel Ltd,Bhushan Power & Steel,40,operating,2005,,,subcritical,unknown,,Bhushan Rengali steel mill,Rengali,Sambalpur,Southern Asia,Asia,South Asia,21.6808142,84.0405049,exact,,iron & steel,power,,,11313,"96,100",53%,0.2,4.9,23
G108529,L102492,P100138,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 4,Rengali Bhushan power station,,,Bhushan Power & Steel Ltd,Bhushan Power & Steel,60,operating,2006,,,subcritical,unknown,,Bhushan Rengali steel mill,Rengali,Sambalpur,Southern Asia,Asia,South Asia,21.6808142,84.0405049,exact,,iron & steel,power,,,11313,"96,100",53%,0.3,7.7,24
G108530,L102492,P100138,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 5,Rengali Bhushan power station,,,Bhushan Power & Steel Ltd,Bhushan Power & Steel,130,operating,2009,,,subcritical,unknown,,Bhushan Rengali steel mill,Rengali,Sambalpur,Southern Asia,Asia,South Asia,21.6808142,84.0405049,exact,,iron & steel,power,,,11313,"96,100",53%,0.7,18.7,27
G108531,L102492,P100138,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 6,Rengali Bhushan power station,,,Bhushan Power & Steel Ltd,Bhushan Power & Steel,130,operating,2009,,,subcritical,unknown,,Bhushan Rengali steel mill,Rengali,Sambalpur,Southern Asia,Asia,South Asia,21.6808142,84.0405049,exact,,iron & steel,power,,,11313,"96,100",53%,0.7,18.7,27
G108532,L102493,P101014,https://www.gem.wiki/Rengali_power_station,India,Odisha,,Rengali power station,,,Neyveli Lignite Corp Ltd,Neyveli Lignite Corporation,2000,cancelled,,,,unknown,unknown,,Rengali,,Angul,Southern Asia,Asia,South Asia,21.627661,84.047073,approximate,,,,,,8605,"96,100",53%,8.1,324.1,40
G108546,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 1,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,67.5,operating,1968,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12618,"94,600",53%,0.4,2,5
G108547,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 10,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,75,operating,2003,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,11313,"94,600",53%,0.4,8.3,21
G108548,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 2,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,67.5,operating,1967,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12618,"94,600",53%,0.4,2,5
G108549,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 3,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,74,operating,1981,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12618,"94,600",53%,0.4,2.2,5
G108550,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 4,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,74,operating,1983,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12618,"94,600",53%,0.4,0.4,1
G108551,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 5,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,68,operating,1989,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12618,"94,600",53%,0.4,2.8,7
G108552,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 6,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,74,operating,1997,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12183,"94,600",53%,0.4,6.3,15
G108553,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 7,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,74,operating,1998,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12183,"94,600",53%,0.4,6.7,16
G108554,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 8,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,76.7,operating,1998,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,12183,"94,600",53%,0.4,6.9,16
G108555,L102648,P100020,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 9,Renusagar power station,,,Hindalco Industries Ltd,Aditya Birla Group,75,operating,2003,,,subcritical,bituminous,Imported,Renusagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.1810932,82.7912794,exact,EC 2014-03-10,other metals & mining,power,,,11313,"94,600",53%,0.4,8.3,21
G108558,L102358,P101015,https://www.gem.wiki/Rewa_power_station,India,Madhya Pradesh,Unit 1,Rewa power station,,Reva,NHDC,NHDC Limited,660,cancelled,,,,supercritical,unknown,,Khandwa,,Khandwa,Southern Asia,Asia,South Asia,21.83,76.33,approximate,TOR 8 Oct 2009 at http://bit.ly/1h41dwS; TOR extended 14 Jan 2014 at http://bit.ly/1kFR4ft,,,,,8409,"96,100",53%,2.6,104.5,40
G108559,L102358,P101015,https://www.gem.wiki/Rewa_power_station,India,Madhya Pradesh,Unit 2,Rewa power station,,Reva,NHDC,NHDC Limited,660,cancelled,,,,supercritical,unknown,,Khandwa,,Khandwa,Southern Asia,Asia,South Asia,21.83,76.33,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
G108573,L102649,P101047,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 1,Rihand power station,,,NTPC Ltd,NTPC,500,operating,1988,,,subcritical,bituminous,,Rihandnagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.027,82.7915,exact,,,,,,10878,"94,600",53%,2.5,15.1,6
G108574,L102649,P101047,https://www.gem.wiki/Rihand_power_station,India,Uttar Pradesh,Unit 2,Rihand power station,,,NTPC Ltd,NTPC,500,operating,1989,,,subcritical,bituminous,,Rihandnagar,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.027,82.7915,exact,,,,,,10878,"94,600",53%,2.5,17.6,7
